timestamp_ms,calc_position_x,calc_position_y,calc_position_z,calc_velocity_x,calc_velocity_y,calc_velocity_z,calc_attitude_w,calc_attitude_x,calc_attitude_y,calc_attitude_z
810003200,0,0,0,0,0,0,0.9999713994358403,0.0028337806314282094,0.008028102077757837,0.002282634617989887
810003204,0.000000023443401797254683,0.000000006732534515116129,0.000000004585159469399969,0.000011721700898627342,0.0000033662672575580643,0.0000022925797346999845,0.9999788487898036,0.00278134083062348,0.008150405418375778,0.002368566706762054
810003208,-0.00000006351690617640638,0.00000014962703056250963,-0.0000000438103069426461,-0.00005520185488545787,0.00006808098076613867,-0.000026490312940723017,0.9999810319963165,0.0027459289229364026,0.008192677102499352,0.002427508625598429
810003212,-0.0000006560648996883412,0.0000007262122000824434,-0.00000028591058561740825,-0.00024107214187050953,0.00022021160399382823,-0.00009455982639665805,0.9999858482765545,0.0027020030686904922,0.008274964614870067,0.0024999456294027
810003216,-0.0000021740873325073637,0.0000019929535007951993,-0.0000009004233560609302,-0.0005179390745390017,0.0004131590463625496,-0.00021269655882510285,0.9999826004774459,0.00268234210184759,0.00834150118639665,0.002566951627585634
810003220,-0.00000501278416758155,0.000003988185102044433,-0.0000020420146537543826,-0.0009014093429980912,0.0005844567542620673,-0.0003580990900216232,0.9999826004774459,0.00268234210184759,0.00834150118639665,0.002566951627585634
810003224,-0.000009521160861853147,0.000006576864456573479,-0.0000037251566319388304,-0.0013527790041377079,0.0007098829230024553,-0.0004834718990706008,0.9999789028111252,0.002635783173876527,0.00841029361379958,0.002679404459637047
810003228,-0.00001584897459710438,0.000009549402301464295,-0.000005963176199718685,-0.0018111278634879082,0.0007763859994429528,-0.0006355378848193265,0.9999756550120167,0.0026161222070336526,0.008476830185326134,0.002746410457819981
810003232,-0.000023993926169044302,0.000012661212619231421,-0.000008891632908264643,-0.0022613479224820533,0.0007795191594406106,-0.0008286904694536528,0.9999778382185296,0.002580710299346603,0.008519101869449708,0.0028053523766564115
810003236,-0.00003394781807733477,0.000015738313364449875,-0.000012708180034653697,-0.0027155980316631795,0.0007590312131686154,-0.0010795830937408743,0.9999828193569387,0.0025380613973741833,0.008497092837922965,0.002842735131178442
810003240,-0.00004580603057512647,0.000018734320995085002,-0.000017734926555020348,-0.0032135082172326714,0.000738972602148948,-0.0014337901664424513,0.9999828193569387,0.0025380613973741833,0.008497092837922965,0.002842735131178442
810003244,-0.00005975164796804588,0.00002167755199569419,-0.000024319418805244145,-0.003759300479227036,0.000732642898155646,-0.0018584559586694474,0.999979736416001,0.0025196773828048274,0.008459332865552088,0.002874686880079136
810003248,-0.00007598459466138526,0.000024579830829106935,-0.00003265472532004638,-0.004357172867442648,0.0007184965185507276,-0.002309197298731668,0.999984882412581,0.00247830543310594,0.008333027290127915,0.0028770153853189817
810003252,-0.00009473208046230559,0.00002738138088280557,-0.00004276612315580637,-0.005016570033017512,0.0006822785082985909,-0.0027465016191483295,0.9999765333241932,0.0024769493116542918,0.008215235661262588,0.002881976964283939
810003256,-0.00011610710034928261,0.00002999818827687776,-0.00005445823501306075,-0.0056709399104710005,0.0006261251887375038,-0.0030995543094788584,0.9999847622617106,0.002453961376524774,0.00812669005820929,0.0028523537206230354
810003260,-0.00013996457515164394,0.000032406828626529386,-0.00006747308307855691,0,0,0,0.9999599007582982,0.002453877832517391,0.00812647602441778,0.0028523229940392606
810003264,-0.00014093505884604554,0.000032361006184957796,-0.0000680973360788643,0,0,0,0.9999605004776289,0.0024440632653747866,0.008048786182453756,0.002870728178344722
810003268,-0.00014182435740143666,0.00003224216487024865,-0.0000688873940578683,0,0,0,0.9999614311185068,0.0024453439814125007,0.00794452701640235,0.002835676061530074
810003272,-0.00014256499381994493,0.00003218674272090594,-0.0000698855490783247,0,0,0,0.9999622704744257,0.002422324253357775,0.00785595528044756,0.0028060540755222227
810003276,-0.00014319576630927432,0.000032340702529617636,-0.00007107698135929093,0,0,0,0.9999634259664216,0.002405197072676022,0.007713946034344009,0.0028029971669114523
810003280,-0.00014381320162423308,0.00003260959798073834,-0.00007226965421581983,0,0,0,0.9999634262344966,0.0024051863275495887,0.007713912199758009,0.0028030038656725437
810003284,-0.0001444413109145835,0.000032912026737371404,-0.0000734598982478772,0,0,0,0.9999643200896787,0.0024064702608972972,0.007609594793160612,0.0027679442830312274
810003288,-0.00014496269545864797,0.000033088299373008865,-0.00007462334757064358,0,0,0,0.9999646221628713,0.002420418635351209,0.007561419369813755,0.002778656763513023
810003292,-0.00014523976009912573,0.000033227966780079534,-0.00007575204199242825,0,0,0,0.9999649552643367,0.002420940263597369,0.007516208076182996,0.002780990397060988
810003296,-0.00014544058397768987,0.000033493903872300824,-0.00007691843465556833,0,0,0,0.9999648807687138,0.002396627245320938,0.007531887802605729,0.0027864086541663966
810003300,-0.00014556730530493702,0.000033957889010711855,-0.00007817451946311509,0,0,0,0.9999648808792788,0.002396593666548246,0.007531881203552428,0.0027864156945513908
810003316,-0.00015037087521547525,0.0000359073023711359,-0.00009288606622834824,0,0,0,0.9999638249329333,0.002569798320106754,0.007608393538965299,0.0028030893400080564
