timestamp_ms,is_static,zupt_gyro_norm,zupt_accel_norm,zupt_enter_count,zupt_exit_count,nav_dt,nav_linear_accel_x,nav_linear_accel_y,nav_linear_accel_z,cal_accel_bias_x,cal_accel_bias_y,cal_accel_bias_z,cal_gyro_bias_x,cal_gyro_bias_y,cal_gyro_bias_z,eskf_bias_accel_x,eskf_bias_accel_y,eskf_bias_accel_z,eskf_bias_gyro_x,eskf_bias_gyro_y,eskf_bias_gyro_z,eskf_cov_att_max,eskf_cov_vel_max,eskf_cov_pos_max,eskf_cov_bg_max,eskf_cov_ba_max,eskf_innovation_norm,backward_triggered,backward_correction_mag,accel_saturated,perf_process_us,perf_ble_interval_ms,perf_upstream_len,perf_downstream_len,perf_record_len
807892397,0,0,0,0,0,0,0,0,0,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.0001,0.0001,0.000001,0.0001,0.010000000000000002,NaN,0,0,0,3,0,0,0,0
807892401,0,0.03255232686144763,0.0610454107884158,1,0,0.004,0.0033517804231641968,-0.012416509408393228,-0.059675271599152424,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.00010010160000000001,0.00011016000595009624,0.0000010016000039999999,0.00010000000040000001,0.010000000040000002,NaN,0,0,0,4,0.0019549999999999997,0,0,0
807892405,0,0.027443682628571556,0.09637105313588785,2,0,0.004,-0.025960773031628803,-0.01295478615432133,-0.09189990022745498,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.00010020640000000642,0.00012064003782682427,0.0000010065625680952014,0.00010000000080000002,0.010000000080000002,NaN,0,0,0,2,0.001956,0,0,0
807892409,0,0.026114017166618746,0.16185337775821249,3,0,0.004,-0.09462225010043745,-0.0338107381656938,-0.12688569526295623,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.00010031440000003203,0.00013144014619859522,0.0000010152230531800042,0.00010000000120000002,0.010000000120000001,NaN,0,0,0,2,0.001886,0,0,0
807892413,0,0.028125701328320353,0.21338469885163955,4,0,0.004,-0.1552054933757725,-0.04703752844590703,-0.1386786048663904,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.00010042560000008963,0.0001425603978026539,0.000001027932182619968,0.00010000000160000003,0.010000000160000001,NaN,0,0,0,2,0.0019549999999999997,0,0,0
807892417,0,0.029135372850464688,0.2304160195611205,5,0,0.004,-0.17405791070233279,-0.05090831998304557,-0.14213982112284107,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.00010054000000019202,0.00015400082118671447,0.0000010450560453586993,0.00010000000200000004,0.010000000200000001,NaN,0,0,0,2,0.001396,0,0,0
807892421,0,0.03127408441322211,0.2388492665275909,6,0,0.004,-0.20514551988155438,-0.052530976763015325,-0.11047526543809916,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.00010065760000035202,0.00016576140078971319,0.0000010669760978623409,0.00010000000240000004,0.010000000240000001,NaN,0,0,0,2,0.001466,0,0,0
807892425,0,0.03179052121823501,0.2454406496655351,7,0,0.004,-0.22874933102790695,-0.05319136976487471,-0.07131293182208509,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.00010077840000058242,0.00017784212535980635,0.000001094089163233932,0.00010000000280000005,0.01000000028,NaN,0,0,0,2,0.001466,0,0,0
807892429,0,0.028938072283874572,0.2555732210561748,8,0,0.004,-0.2507624119057881,-0.04354573107293547,-0.023230441268815127,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.00010090240000089603,0.00019024299253730034,0.0000011268074305410232,0.00010000000320000006,0.01000000032,NaN,0,0,0,2,0.003771,0,0,0
807892433,0,0.022253579410433273,0.27167093551308785,9,0,0.004,-0.26751181415306,-0.0472952592254785,-0.002384312456413795,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.00010102960000130564,0.00020296408739715503,0.0000011655584539208452,0.00010000000360000006,0.01000000036,NaN,0,0,0,2,0.001885,0,0,0
807892437,0,0.020579782106973067,0.27631525965629966,10,0,0.004,-0.27196238165085385,-0.04870774847442494,0.003760442031966349,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.00010116000000182404,0.0002160054222514231,0.0000012107851594137305,0.00010000000400000007,0.0100000004,NaN,0,0,0,2,0.0014670000000000002,0,0,0
807892441,0,0.01879995415833035,0.28266929618829467,11,0,0.004,-0.27937246218454526,-0.0390660316069642,-0.018077708787741287,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.00010129360000246403,0.00022936709698132213,0.0000012629458449849914,0.00010000000440000008,0.01000000044,NaN,0,0,0,2,0.001397,0,0,0
807892449,0,0.023855843007273465,0.3033835324856722,12,0,0.008,-0.29950226872229,-0.03290854280310551,-0.03545400716791036,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.00010157040000415364,0.0002570516296847792,0.000001389422282849541,0.00010000000520000008,0.01000000052,NaN,0,0,0,2,0.001397,0,0,0
807892453,0,0.0238621717514103,0.3095355028616934,13,0,0.004,-0.3064516307541164,-0.031053993365522725,-0.030582266692286808,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.00010171360000522245,0.00027137438950577096,0.0000014649019029443226,0.00010000000560000008,0.01000000056,NaN,0,0,0,2,0.0014670000000000002,0,0,0
807892457,0,0.024464090753902212,0.3101009236129841,14,0,0.004,-0.30717119324523345,-0.030832455253040347,-0.02928823260277902,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0,0,0,0,0,0,0,0,0,0.00010186000000646406,0.0002860174614920095,0.0000015492973571295776,0.00010000000600000009,0.0100000006,NaN,0,0,0,2,0.001397,0,0,0
807892461,1,0.024917918778508553,0.3110546172635329,0,0,0.004,-0.3093590015176173,-0.02454987089087668,0.02119638979229954,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0.00018109495412538818,-0.000042610577441267816,0.00019174759848570515,-0.021309411204381755,-0.0036122353070444846,-0.005213722525176449,0.000000028611030620187916,-0.0000002711314135150214,0.00000007111331460936468,0.00010200913671675115,0.00007506114505192578,0.0000012609792573057117,0.00010000000617620467,0.00897850538625284,0.013929198924811233,0,0,0,10,0.003702,0,0,0
807892465,1,0.026271061713987715,0.3078757675198834,0,0,0.004,-0.27697168861837196,-0.0196560907748915,0.07930584533642104,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0.00034791536480795166,-0.00014828480949561197,0.0003796602450016962,-0.0224601698014143,-0.0036883341696294265,-0.004843858054590685,0.00000002502897223830359,-0.0000002406570142554544,0.00000006615874502653384,0.0001021618970477175,0.00004637567125483484,0.0000012253574230579813,0.00010000000654808821,0.008773509225009399,0.001155086804046778,0,0,0,3,0.001466,0,0,0
807892469,1,0.023177513839087355,0.319217544910173,0,0,0.004,-0.2705650216369485,-0.012392505779484253,0.13160207619616848,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0.000479441434195913,-0.00027315084562950316,0.0004998987724254657,-0.023407260664815875,-0.003727713971734221,-0.004344826506074098,0.000000021305716366065016,-0.0000002088485494278329,0.00000006150403418350335,0.00010231788276629182,0.000036449610101602556,0.0000012154899798127495,0.00010000000683795977,0.008649060984462728,0.0012045122604077661,0,0,0,2,0.001397,0,0,0
807892473,1,0.021654850371158142,0.36258079789810904,0,0,0.004,-0.29270759364831433,0.0032990941692645492,0.18299650193733719,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0.0004911578942326286,-0.0004807407159232521,0.0005857745962198089,-0.024368610563043087,-0.003712186191955878,-0.003699324301761016,0.000000016708351890274124,-0.00000017576914121670681,0.000000053561675946374056,0.00010247701894793933,0.00003211140517658022,0.000001213044590503088,0.00010000000682421745,0.00854547529018098,0.0013808770495480108,0,0,0,2,0.001886,0,0,0
807892477,1,0.0223042002880332,0.37711546939781304,0,0,0.004,-0.2994559746553631,0.007928864772416055,0.1979783096349088,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0.0005026400250686099,-0.0006841787888111261,0.0006699329035382653,-0.025335966722156746,-0.003681478251221687,-0.003013294627024416,0.000000012932586414595153,-0.00000015116394623257175,0.00000004687507620336926,0.00010263926607610945,0.000030030697622646945,0.0000012133842131116416,0.00010000000633208394,0.008447989555114574,0.0014362849786265597,0,0,0,3,0.001397,0,0,0
807892481,1,0.01995257829375318,0.3811421153790399,0,0,0.004,-0.3014013859691984,0.029486064119705002,0.1986288462944792,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0.000418018714045019,-0.000830284878439658,0.0007630606890706695,-0.02630971277594531,-0.0035793377799311515,-0.0023241909980775055,0.000000005802827653667405,-0.0000001369621004137694,0.00000003395979962504443,0.00010280461871154943,0.000028991135813323052,0.0000012148380856468754,0.00010000000529198039,0.008351817268910983,0.0014486718994814575,0,0,0,2,0.0014670000000000002,0,0,0
807892485,1,0.020885945240749045,0.36999341293104876,0,0,0.004,-0.29423418299623383,0.03629829814188268,0.18528444480679163,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0.00029247925180063216,-0.000984121490635936,0.0008330206301717918,-0.027265334646417422,-0.0034540210322916575,-0.0016768884856204168,-0.0000000010834470565444122,-0.00000013420011163264057,0.000000022495833861467972,0.00010297310040314292,0.00002846248901284845,0.0000012167080785901103,0.00010000000378143929,0.008255487557260553,0.0013984085032854698,0,0,0,2,0.001397,0,0,0
807892489,1,0.024534191665737275,0.32891315581449315,0,0,0.004,-0.25157093527856245,0.025848112122642597,0.17575199327226088,0.005225674735134689,-0.048607837194670545,0.06877963390946906,0.00011618735699954827,-0.0011455340149486056,0.0009228866611715254,-0.028083616234070623,-0.003363923448187183,-0.0010636568355795579,-0.000000002531977245200311,-0.00000012605372688244653,0.000000019235682431503755,0.00010314473773301126,0.000028191621773451223,0.0000012186895299630728,0.0001000000019038112,0.008158809794647172,0.0012318754710856658,0,0,0,3,0.002863,0,0,0
807892493,1,0.028491861456061203,0.2832877146974049,0,0,0.004,-0.21051254002429265,0.0258905499946942,0.15317596637879838,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.00012049456606741567,-0.0012930656444147047,0.0010216080159115815,-0.028768408609142267,-0.003274260178766241,-0.0005294081727521688,-0.000000004312977431538988,-0.0000001203751492342719,0.00000001583807688924611,0.00010331957200957068,0.000028052070555805917,0.000001220654072409681,0.00009999999989111777,0.008062076864572432,0.0010465083029777525,0,0,0,2,0.001397,0,0,0
807892497,1,0.029608192993503202,0.2701920733931823,0,0,0.004,-0.19809537336161087,0.02712051660043624,0.14639425252793892,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.00035244285067304027,-0.0014376466412914818,0.0011183549435568364,-0.029411544629546274,-0.0031808270727900372,-0.000019815444036807282,-0.0000000060686151189218245,-0.00000011785211656922063,0.000000013004313729183644,0.00010349761370329977,0.000027979352942443508,0.0000012225549489101483,0.0000999999977890006,0.00796571807969046,0.0009912301572584604,0,0,0,2,0.001396,0,0,0
807892501,1,0.03576999178377892,0.26438723521950086,0,0,0.004,-0.21374843193282433,0.03469117995868354,0.10005246340134555,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0006543206801087711,-0.0016112939513116744,0.0012451248657301371,-0.030108978085223836,-0.0030616388896646885,0.00033593203895296276,-0.000000012701584783300454,-0.00000014756239460683593,0.000000009143732959167943,0.00010367891755164106,0.000027940281116983492,0.0000012243824225226005,0.00009999999603152884,0.007870146999275318,0.000954168668974995,0,0,0,3,0.000978,0,0,0
807892509,1,0.04517085187204792,0.2581680484007344,0,0,0.008,-0.22492691446330226,0.012808464288303512,0.0398000885278087,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0009927715303970552,-0.0018986474030949494,0.0014119699669012395,-0.031850513554088355,-0.0029497308726240015,0.0007045214187056965,-0.000000014990611550080325,-0.0000002502610459160836,0.00000002925854966923182,0.00010405150744876078,0.00003323218456694309,0.0000012294004989168892,0.00009999999528762263,0.007727944475356655,0.0018302388155294331,0,0,0,2,0.0014670000000000002,0,0,0
807892513,1,0.0467711960538331,0.25418064387478395,0,0,0.004,-0.2213836921067882,-0.015096711090043069,-0.012092245781483157,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0013244533636795734,-0.0021909064302028758,0.0015115622998870181,-0.032640533372039864,-0.0029973084984783916,0.000687451218870755,-0.000000011864481911358604,-0.0000003155778304227729,0.000000053633352204759846,0.00010424262428282522,0.000030620979352303554,0.000001231205397851274,0.00009999999511912887,0.00761365684274431,0.0008889082942541078,0,0,0,2,0.0014670000000000002,0,0,0
807892517,1,0.047020739403476196,0.25651674190123847,0,0,0.004,-0.2212472981234288,-0.02134060712890884,-0.026937926700389525,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0016495015602964415,-0.002477320276768644,0.001609162786213081,-0.033391382223105164,-0.003063295259058677,0.000621070912173203,-0.000000009360418632670933,-0.0000003671144233097186,0.00000007393856061005816,0.00010443699785666125,0.00002930641968540289,0.0000012329568440584474,0.00009999999537925399,0.007512712305065875,0.0008956020574738616,0,0,0,2,0.001886,0,0,0
807892521,1,0.04288910041010553,0.2404159191465036,0,0,0.004,-0.1969262574586934,-0.029128243787821972,-0.060428788562276736,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0018721749937381195,-0.0027580058464030965,0.001736769195893574,-0.03404230092356013,-0.0031526940039205632,0.0004446950173333989,-0.000000007423681331931937,-0.0000004175160627222217,0.00000009195688153811177,0.00010463459495982788,0.0000286238146565037,0.000001234660795456894,0.00009999999576791874,0.007419100441472376,0.0008321542544500243,0,0,0,2,0.0032830000000000003,0,0,0
807892525,1,0.0375675172859661,0.2415681898297074,0,0,0.004,-0.19392118383329238,-0.04439653694316892,-0.06345433951277357,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.002015826447988745,-0.003022425060284543,0.0018405181886598228,-0.03466989449280389,-0.003288889239849435,0.00026210681051965477,-0.000000006640360799746994,-0.0000004499997209128506,0.00000011232648417463804,0.00010483538686968141,0.00002826232227777347,0.0000012363248634976065,0.00009999999599594647,0.007330053138475528,0.0008352525963788829,0,0,0,3,0.001397,0,0,0
807892529,1,0.032431298335679426,0.2498347471987648,0,0,0.004,-0.20351581229841376,-0.034510451910775064,-0.06431754510883891,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0021566048731543586,-0.003228292668086776,0.001920886912850113,-0.03531693852406695,-0.0033914124921810055,0.00008108478206998173,-0.000000005724018065134653,-0.00000046730624237793545,0.00000011875772845191037,0.00010503936409198441,0.000028067556268812084,0.0000012379568220826648,0.0000999999959795891,0.0072442126726051876,0.0008648366667101633,0,0,0,2,0.001397,0,0,0
807892533,1,0.01630220576582347,0.26105189424338227,0,0,0.004,-0.21193686056586292,-0.03195507305740897,-0.07483674396778994,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.002219999219294441,-0.003206337392166308,0.0019783429738359634,-0.03598206876973137,-0.0034841812300755418,-0.00012902711217558358,-0.000000004308320349577281,-0.0000004786138584872012,0.000000119628272491727,0.00010524652111812451,0.000027960348342571202,0.0000012395637639212122,0.0000999999956399176,0.007160883028088536,0.0009080872011723889,0,0,0,2,0.0014670000000000002,0,0,0
807892537,1,0.012569413638469197,0.2642166982984367,0,0,0.004,-0.21390889162690363,-0.03026603274784545,-0.07761601227938186,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.002282125678511722,-0.0031848212217642498,0.0020346499136020967,-0.03664518982842531,-0.0035704794044388293,-0.0003447546984298595,-0.000000003149482070103276,-0.0000004814259006382362,0.0000001175883150907339,0.00010545685806578035,0.000027899406046039773,0.0000012411517296882526,0.00009999999496859749,0.007079691442765198,0.0009182356300427225,0,0,0,3,0.000978,0,0,0
807892541,1,0.010556914111882126,0.27124071153282847,0,0,0.004,-0.22417597485985286,-0.029556379944433164,-0.06520677046039403,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0022364831649414876,-0.0029932930650051616,0.002015262204050689,-0.03733033254392035,-0.0036535106952390213,-0.0005193726220841086,-0.0000000038254654309372355,-0.00000046662174778323963,0.0000001132658966346096,0.00010567038542273044,0.00002786301327521054,0.000001242725635914877,0.00009999999412455195,0.0070004269294973,0.0009413213709560372,0,0,0,2,0.001397,0,0,0
807892545,1,0.01565839129280398,0.2708540098239904,0,0,0.004,-0.22657594840087536,-0.03601734443013438,-0.04464414912714609,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.002191753501642658,-0.002784290182660621,0.001974956959969675,-0.03801303894861022,-0.0037551402783405434,-0.0006304126124995189,-0.000000008575695385291566,-0.0000004359766631117901,0.00000011271531960645892,0.00010588711583943482,0.000027839682114601187,0.0000012442893359235582,0.00009999999331144094,0.006922959323449991,0.0009348968674230708,0,0,0,2,0.001397,0,0,0
807892549,1,0.020274518796489047,0.26856365147871125,0,0,0.004,-0.22658706617848523,-0.027825343740488506,-0.03180027695766263,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0021479184316098043,-0.0025368567805217034,0.0019248051764099645,-0.038686809583213265,-0.0038315948648127334,-0.0007021673199343876,-0.000000011868090528168572,-0.0000004003746088725682,0.00000010510017366476207,0.00010610705700466857,0.000027823340206948724,0.0000012458457897194719,0.00009999999266763206,0.0068471994581968485,0.0009219735868514554,0,0,0,3,0.001466,0,0,0
807892553,1,0.03105286046505541,0.2572089656983764,0,0,0.004,-0.21658164914638456,-0.018475319745040242,-0.020864637517204798,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.002115612707337925,-0.002166540314101761,0.0018117405623595466,-0.03932274323077059,-0.003880248983309803,-0.0007420380227484199,-0.00000001368242056833172,-0.00000036538417966577565,0.00000009304663797091003,0.00010633021235370014,0.000027810761289582673,0.0000012473972276787077,0.00009999999226677992,0.006773078788445044,0.0008734692327529203,0,0,0,2,0.003353,0,0,0
807892557,1,0.034075959244540405,0.2523221751051391,0,0,0.004,-0.21153111246072542,-0.015567536291930306,-0.017650327241087282,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0020839530975514833,-0.0018036301770102169,0.001700937240590137,-0.03993690167697735,-0.00392012676124821,-0.0007726721148094886,-0.000000014949291082625868,-0.0000003358089416929779,0.00000008224974183480772,0.00010655657857238098,0.00002780025059646565,0.0000012489453184853207,0.00009999999205472788,0.006700540090647179,0.0008513452298736639,0,0,0,2,0.0014670000000000002,0,0,0
807892561,1,0.04795379957313455,0.23597881210190402,0,0,0.004,-0.19559955050856948,0.009034239253415954,0.017034546607911594,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0020955372574020387,-0.0012668832885351158,0.0015390867634545308,-0.040495052183579114,-0.003889989059507291,-0.0007049601481041746,-0.000000014931292617106777,-0.0000002896906534394305,0.00000005794577539718407,0.00010678616450025576,0.00002779088902705426,0.0000012504912875639528,0.00009999999223175314,0.0066295317877244,0.0007861905867274626,0,0,0,3,0.0014670000000000002,0,0,0
807892565,1,0.051059723122400716,0.2430301453691794,0,0,0.004,-0.19953632847709768,0.020206614548902824,0.03710125919160845,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0021708056002174847,-0.0007408713378295168,0.0014550418063838553,-0.0410563767234188,-0.003828702247383427,-0.0005806573899665413,-0.000000014581080938837678,-0.00000024189678526460706,0.000000033785754683293825,0.00010701896106727036,0.000027782228470118773,0.0000012520360398827267,0.00009999999261764733,0.006560006879002845,0.0008158387790464591,0,0,0,2,0.0014670000000000002,0,0,0
807892569,1,0.036261225502512394,0.23628774669806882,0,0,0.004,-0.1920812261040935,0.0342733350328972,0.026537906122861443,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0022552212205369385,-0.0004490851577046856,0.0014365936146164952,-0.0415916752559694,-0.0037286148550678706,-0.00048783863277492836,-0.000000013528685638911331,-0.00000021671751041594494,0.000000008857820045596585,0.00010725495689938624,0.000027774004246800166,0.000001253580211288,0.00009999999298179396,0.006491920062292963,0.0007876458023991741,0,0,0,3,0.001397,0,0,0
807892573,1,0.022064255217577666,0.21897959435505496,0,0,0.004,-0.17573578989614946,0.031434955108332385,0.0003177036282231427,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0023912117502515877,-0.00035488229966805626,0.0014824302528463839,-0.0420786199401266,-0.0036374297761188803,-0.00047032652597368856,-0.000000013707993536693693,-0.00000021761404962254513,-0.000000004452474356787588,0.00010749414919556524,0.000027766071238489735,0.0000012551242639479657,0.0000999999932747878,0.006425227520621924,0.0007141016755469136,0,0,0,2,0.0014670000000000002,0,0,0
807892597,1,0.03318580038054767,0.22749954543579787,0,0,0.024,-0.18346282512762824,0.03391660725496237,-0.003113894280037499,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0024499139588497255,-0.0007632377837270563,0.0017510556898783307,-0.047124832552689136,-0.0026604695694657514,-0.00038180231213991877,-0.000000010261258653814198,-0.00000019566643262882178,0.000000038799348755179736,0.00010899646022816015,0.00004866535490122342,0.0000012788326283123306,0.00009999999401517273,0.0061686237825685376,0.004478340886367756,0,0,0,2,0.0014670000000000002,0,0,0
807892601,1,0.03021888244352046,0.21130908096143255,0,0,0.004,-0.16296109305785422,0.026248123294562387,-0.00042137173560696795,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0025287474119965346,-0.0009077626934572694,0.001961045396368054,-0.047693055778007816,-0.0025639868685082326,-0.00036368798262546994,-0.000000009390041982458591,-0.00000019016694267380776,0.00000004944475675505163,0.00010925802221176573,0.00003737573815774234,0.0000012807421898223505,0.00009999999360419401,0.0060468584257167635,0.0006602479459262162,0,0,0,3,0.0032830000000000003,0,0,0
807892605,1,0.024190901939095517,0.229626774145222,0,0,0.004,-0.18061290349617465,0.014990967946569622,-0.020173236260397687,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0025846989073597735,-0.0009854812388309766,0.002124224731286715,-0.04823813375532343,-0.0025139172435913143,-0.0004058570844285704,-0.000000012768747098816652,-0.0000002011426426484065,0.00000007169323750092225,0.00010952279761212588,0.00003251055286617431,0.0000012826073510366165,0.00009999999348859412,0.005962946600648145,0.0007294130186994076,0,0,0,2,0.001397,0,0,0
807892609,1,0.016783196301749178,0.24911922366044503,0,0,0.004,-0.1909379308014446,0.027794940960889747,-0.0633159781098982,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.002607573439734797,-0.0009551189696940402,0.002241529902065735,-0.048771632151244554,-0.002431495272235628,-0.0005628190280656008,-0.000000020994041929103825,-0.00000023743599619777504,0.00000008069233386502243,0.0001097907655664077,0.000030171602244766196,0.0000012844216271430903,0.00009999999307922868,0.005894371088322457,0.0008122932007177676,0,0,0,3,0.001397,0,0,0
807892613,1,0.015614032979721075,0.2711291377842312,0,0,0.004,-0.19926654370338892,0.01791061513663017,-0.10641486592671257,0.005225674735134689,-0.048607837194670545,0.06877963390946906,-0.0025980325483813686,-0.0008934060128588915,0.0023671416137894916,-0.04930552416342152,-0.0023782224190128454,-0.0008251428708265158,-0.00000003476860446369795,-0.0000002861322105409176,0.00000009841762186427908,0.00011006190682686764,0.00002898723765647729,0.0000012861863179845666,0.00009999999167785872,0.005833256497282987,0.000906439798457833,0,0,0,2,0.003353,0,0,0
