timestamp_ms,calc_position_x,calc_position_y,calc_position_z,calc_velocity_x,calc_velocity_y,calc_velocity_z,calc_attitude_w,calc_attitude_x,calc_attitude_y,calc_attitude_z
494065085,0,0,0,0,0,0,1.0000011213836029,-0.0003835234373322277,0.002284318938570706,-0.000022037423109744214
494065089,0.00000008053116999565813,0.000000026852773245003737,-0.00000000038851835165587544,0.00004026558499782906,0.000013426386622501868,-0.00000019425917582793772,1.0000011213836029,-0.0003835234373322277,0.002284318938570706,-0.000022037423109744214
494065093,0.00000030723902626371784,0.0000001248478978507902,-0.00000002832446000739708,0.00007308834313620078,0.000035571175680391366,-0.000013773711652042664,1.0000011213836029,-0.0003835234373322277,0.002284318938570706,-0.000022037423109744214
494065097,0.0000006458865652506754,0.00000033409002502014253,-0.00000014537971414900142,0.00009623542635727798,0.0000690498879042848,-0.00004475391541875951,1.0000011213836029,-0.0003835234373322277,0.002284318938570706,-0.000022037423109744214
494065101,0.000001084800549259813,0.0000006974852583472299,-0.00000038345563188252643,0.0001232215656472908,0.0001126477287592589,-0.00007428404344800299,1.0000011213836029,-0.0003835234373322277,0.002284318938570706,-0.000022037423109744214
494065105,0.0000016744737835583934,0.0000012682390970660737,-0.000000685337685151879,0.0001716150515019995,0.00017272919060016298,-0.00007665698318667325,1.0000011213836029,-0.0003835234373322277,0.002284318938570706,-0.000022037423109744214
494065113,0.0000033790274555892227,0.0000029555205103066386,-0.0000011444466559950828,0.00025452336650570777,0.0002490911627099782,-0.00003812025952412768,1.0000011213836029,-0.0003835234373322277,0.002284318938570706,-0.000022037423109744214
494065117,0.0000044221148325597405,0.0000039479578621905654,-0.0000012585216282109574,0.0002670203219795509,0.0002471275132319851,-0.000018917226583809568,1.0000011213836029,-0.0003835234373322277,0.002284318938570706,-0.000022037423109744214
494065121,0.000005472964433781891,0.000004909557109843337,-0.000001322545724042094,0.0002584044786315241,0.0002336721105944008,-0.00001309482133175877,1.0000009770194347,-0.000397833186229506,0.0023112740572140368,-0.00002192100039355438
494065125,0.000006491649585635764,0.0000058515208193648815,-0.0000013580055371957091,0.0002509380972954122,0.00023730974416637162,-0.0000046350852450487455,1.0000009770194347,-0.000397833186229506,0.0023112740572140368,-0.00002192100039355438
494065129,0.000007534397873970517,0.000006844839889522346,-0.0000013180702682103349,0.0002704360468719646,0.00025934979091236064,0.000024602719737735867,1.0000009770194347,-0.000397833186229506,0.0023112740572140368,-0.00002192100039355438
494065133,0.000008684613664822064,0.000007923910409034922,-0.00000117559273362555,0.000304671848553809,0.0002801854688439272,0.00004663604755465656,1.0000009770194347,-0.000397833186229506,0.0023112740572140368,-0.00002192100039355438
494065137,0.000009980491374452855,0.000009085579678143858,-0.0000009761290127090948,0.00034326700626158616,0.0003006491657105408,0.00005309581290357102,1.0000009770194347,-0.000397833186229506,0.0023112740572140368,-0.00002192100039355438
494065141,0.000011406520862674786,0.000010302025309186008,-0.0000007600249107447114,0.0003697477378493792,0.0003075736498105341,0.00005495623807862061,1.0000009770194347,-0.000397833186229506,0.0023112740572140368,-0.00002192100039355438
494065145,0.000012904360719747106,0.00001152461834364346,-0.0000005391039408182012,0.0003791721906867803,0.0003037228674181914,0.00005550424688463452,1.0000009770194347,-0.000397833186229506,0.0023112740572140368,-0.00002192100039355438
494065149,0.000014429480314182033,0.000012765595772082967,-0.0000003570471007442891,0,0,0,0.999997249644907,-0.0003978323826929176,0.0023112662136849146,-0.000021920451113278318
494065153,0.000014429437312305233,0.000012833212295153261,-0.0000003548704679470448,0,0,0,0.9999972496468823,-0.00039783169112767974,0.0023112654664299986,-0.000021921679227452927
494065157,0.000014429084941405753,0.000012905688471379762,-0.00000032779323318695936,0,0,0,0.9999972496464355,-0.0003978319101476145,0.002311265624606115,-0.000021921409593344138
494065161,0.000014428512446308201,0.000012872002593102772,-0.0000003200783576173692,0,0,0,0.9999972496468255,-0.00039783183431746377,0.0023112654748883178,-0.000021920785840307093
494065165,0.000014428003969975464,0.000012914105645736412,-0.00000029143022107106026,0,0,0,0.999997249646772,-0.00039783175091986407,0.0023112655101836044,-0.000021921019351124726
494065173,0.000014532924141724486,0.000013065256429467078,-0.0000002597739149355434,0,0,0,0.9999972496473108,-0.00039783156737603615,0.00231126531125453,-0.00002192074254715862
494065177,0.000014566967761063698,0.00001310149235515039,-0.0000002581142587662484,0,0,0,0.9999972496471881,-0.0003978316165844521,0.002311265355400065,-0.000021920795909146248
494065181,0.000014525009331895327,0.00001313299381562957,-0.00000025795108147129756,0,0,0,0.9999972268274033,-0.0003708766612989647,0.0023255754365878946,-0.00002206566966196981
494065185,0.000014571488516090358,0.00001313967874282935,-0.00000023193503953995534,0,0,0,0.9999971583709122,-0.0003851865923523931,0.0023525304779092836,-0.000021948581014318204
494065189,0.000014643028967917202,0.000013165111671492478,-0.00000019825937049609623,0,0,0,0.999997158371025,-0.0003851865177534386,0.0023525304417853546,-0.000021948624597709413
494065201,0.00001534940897555803,0.000013201655579887434,-0.0000005993476827088599,0,0,0,0.9999971583738971,-0.0003851861115775663,0.0023525292896090324,-0.000021948392343658485
494065205,0.0000153713493555583,0.000013223930998947808,-0.0000006128343497819699,0,0,0,0.9999972268277328,-0.00037087681523045277,0.0023255752712086023,-0.00002206557712356176
494065233,0.000019823455912756024,0.000019983520447732916,-0.000004791743882605268,0,0,0,0.9999971583701563,-0.0003851905673991042,0.002352530098092794,-0.000021953967736555866
494065237,0.00001993011408468019,0.00002015000966471788,-0.000004895158345130292,0,0,0,0.9999971583707203,-0.0003851869270941168,0.0023525304966082266,-0.00002194945060735273
494065241,0.000020069630024097495,0.000020272411412220726,-0.000004870567370745086,0,0,0,0.9999971583613947,-0.0003851897607989965,0.0023525340170699478,-0.000021947259617197828
494065245,0.000020084177785344734,0.00002038133005033104,-0.000004860807537955303,0,0,0,0.9999971583691738,-0.0003851880848588354,0.0023525309512621617,-0.000021950857465136192
494065249,0.00002006133445594495,0.000020459128825048118,-0.000004855481589353154,0,0,0,0.9999971583706899,-0.00038518718092273756,0.0023525304573416526,-0.000021950582973365682
494065253,0.000020081166075508204,0.000020446910064569687,-0.0000048248586250564856,0,0,0,0.9999971583698077,-0.000385187027577427,0.002352530878243686,-0.000021948356119032528
494065257,0.000020113721750846045,0.000020407792011609084,-0.000004786730934589194,0,0,0,0.9999971583701099,-0.00038518688838669335,0.002352530773516896,-0.00002194825965255579
494065261,0.000020176862649160717,0.000020360703593157025,-0.000004746559875995693,0,0,0,0.9999971583706759,-0.0003851867450168309,0.0023525305551522074,-0.000021948391070343013
494065265,0.000020222188062847695,0.000020338180097164775,-0.000004705750032451099,0,0,0,0.9999971583707759,-0.0003851864783457175,0.002352530552262143,-0.000021948829059953316
494065269,0.000020234871397368643,0.000020242418556500135,-0.000004745112356797868,0,0,0,0.9999971583711973,-0.00038518734146053904,0.0023525302360137943,-0.0000219483744955203
494065273,0.000020319056829701426,0.000020232474201115595,-0.0000046479003251685,0,0,0,0.9999971583710421,-0.00038518528597788587,0.002352530624619285,-0.000021949865930494375
494065277,0.00002042447624124775,0.00002024822348954235,-0.0000045100103368416384,0,0,0,0.9999971583716376,-0.00038518472543010954,0.0023525304603713927,-0.000021950174796133
494065293,0.00002140829108477784,0.000020227361678219588,-0.000004255482086712697,0,0,0,0.9999970889908911,-0.00039949551754721107,0.002379482358750101,-0.00002183528469839677
494065297,0.000021454464048287774,0.000020220299712997807,-0.000004276288762322231,0,0,0,0.9999970889846348,-0.00039949646697714825,0.0023794848515817564,-0.000021832783580678618
494065301,0.000021523282116241396,0.00002026528116348953,-0.000004254492230287816,0,0,0,0.9999970889836094,-0.00039949561865105067,0.0023794854182604586,-0.00002183350970461943
494065305,0.000021571898350483593,0.000020298886438087434,-0.0000042198469211964135,0,0,0,0.9999970889828056,-0.00039949575763189676,0.0023794857372948417,-0.000021833012371851345
494065309,0.000021560569065983653,0.000020329008831217578,-0.000004207989388226529,0,0,0,0.9999970889822563,-0.0003994959004335274,0.0023794859473617266,-0.000021832668574601054
494065313,0.00002155803722011002,0.000020304300568921925,-0.000004229880142835376,0,0,0,0.9999970889826562,-0.0003994963761021513,0.002379485702247309,-0.00002183235859258276
494065317,0.00002155814223351187,0.00002026322781259221,-0.0000042618317097990605,0,0,0,0.9999970889824972,-0.0003994964663258495,0.0023794857531562177,-0.000021832439826598723
494065321,0.000021559291471912884,0.000020217370743526482,-0.000004243090748475629,0,0,0,0.9999970889827479,-0.0003994960461812773,0.002379485717384077,-0.000021832545372406666
494065381,0.000017553223482851202,0.000012834041937960824,-0.000007312026104190138,0,0,0,0.9999970889707421,-0.0003995011636329033,0.0023794898734874857,-0.000021835838843719594
494065385,0.000017574956832029835,0.000012816146701348315,-0.000007315401021584776,0,0,0,0.9999970889821395,-0.00039949616382746326,0.0023794859457771955,-0.000021833372563383934
494065389,0.0000175857542572734,0.000012802008683924343,-0.000007314132175278203,0,0,0,0.9999970652318292,-0.00037254110771457803,0.0023937957001830636,-0.00002197720153851972
494065393,0.0000175391612316009,0.000012817185960639946,-0.000007257588138535411,0,0,0,0.9999970652337448,-0.00037254034136969974,0.0023937950307785162,-0.000021975944590216906
494065397,0.000017475471331526757,0.000012841110087867946,-0.000007184595903360048,0,0,0,0.9999970652338271,-0.0003725403265231876,0.0023937949996195485,-0.00002197584247077504
494065401,0.000017460190336745072,0.000012840716650885083,-0.000007160678097173232,0,0,0,0.9999970652324871,-0.0003725410209266546,0.0023937954434297875,-0.000021976709041566906
