time_ms,x_m,y_m
0,0.0,0.0
20,-0.004438271604938271,0.0
40,-0.008876543209876542,0.0
60,-0.013314814814814814,0.0
80,-0.017753086419753084,0.0
100,-0.022191358024691354,0.0
120,-0.026629629629629628,0.0
140,-0.0310679012345679,0.0
160,-0.03550617283950617,0.0
180,-0.03994444444444444,0.0
200,-0.04438271604938271,0.0
220,-0.04882098765432098,0.0
240,-0.053259259259259256,0.0
260,-0.05769753086419752,0.0
280,-0.0621358024691358,0.0
300,-0.06657407407407406,0.0
320,-0.07101234567901234,0.0
340,-0.07545061728395061,0.0
360,-0.07988888888888888,0.0
380,-0.08432716049382714,0.0
400,-0.08876543209876542,0.0
420,-0.09320370370370369,0.0
440,-0.09764197530864197,0.0
460,-0.10208024691358024,0.0
480,-0.10651851851851851,0.0
500,-0.11095679012345677,0.0
520,-0.11539506172839505,0.0
540,-0.11983333333333332,0.0
560,-0.1242716049382716,0.0
580,-0.12870987654320987,0.0
600,-0.13314814814814813,0.0
620,-0.13758641975308641,0.0
640,-0.14202469135802467,0.0
660,-0.14646296296296293,0.0
680,-0.15090123456790122,0.0
700,-0.15533950617283948,0.0
720,-0.15977777777777777,0.0
740,-0.16421604938271603,0.0
760,-0.1686543209876543,0.0
780,-0.17309259259259258,0.0
800,-0.17753086419753084,0.0
820,-0.18196913580246912,0.0
840,-0.18640740740740738,0.0
860,-0.19084567901234564,0.0
880,-0.19528395061728393,0.0
900,-0.1997222222222222,0.0
920,-0.20416049382716048,0.0
940,-0.20859876543209874,0.0
960,-0.21303703703703702,0.0
980,-0.21747530864197528,0.0
1000,-0.22191358024691354,0.0
1020,-0.22635185185185183,0.0
1040,-0.2307901234567901,0.0
1060,-0.23522839506172838,0.0
1080,-0.23966666666666664,0.0
1100,-0.2441049382716049,0.0
1120,-0.2485432098765432,0.0
1140,-0.2529814814814815,0.0
1160,-0.25741975308641973,0.0
1180,-0.261858024691358,0.0
1200,-0.26629629629629625,0.0
1220,-0.2707345679012345,0.0
1240,-0.27517283950617283,0.0
1260,-0.2796111111111111,0.0
1280,-0.28404938271604935,0.0
1300,-0.2884876543209876,0.0
1320,-0.29292592592592587,0.0
1340,-0.2973641975308642,0.0
1360,-0.30180246913580244,0.0
1380,-0.3062407407407407,0.0
1400,-0.31067901234567896,0.0
1420,-0.3151172839506172,0.0
1440,-0.31955555555555554,0.0
1460,-0.3239938271604938,0.0
1480,-0.32843209876543206,0.0
1500,-0.3328703703703703,0.0
1520,-0.3373086419753086,0.0
1540,-0.3417469135802469,0.0
1560,-0.34618518518518515,0.0
1580,-0.3506234567901234,0.0
1600,-0.35506172839506167,0.0
1620,-0.35949999999999993,0.0
1640,-0.36393827160493825,0.0
1660,-0.3683765432098765,0.0
1680,-0.37281481481481477,0.0
1700,-0.377253086419753,0.0
1720,-0.3816913580246913,0.0
1740,-0.3861296296296296,0.0
1760,-0.39056790123456786,0.0
1780,-0.3950061728395061,0.0
1800,-0.3994444444444444,0.0
1820,-0.40388271604938264,0.0
1840,-0.40832098765432095,0.0
1860,-0.4127592592592592,0.0
1880,-0.4171975308641975,0.0
1900,-0.42163580246913573,0.0
1920,-0.42607407407407405,0.0
1940,-0.4305123456790123,0.0
1960,-0.43495061728395057,0.0
1980,-0.43938888888888883,0.0
2000,-0.4438271604938271,0.0
2020,-0.4482654320987654,0.0
2040,-0.45270370370370366,0.0
2060,-0.4571419753086419,0.0
2080,-0.4615802469135802,0.0
2100,-0.46601851851851844,0.0
2120,-0.47045679012345676,0.0
2140,-0.474895061728395,0.0
2160,-0.4793333333333333,0.0
2180,-0.48377160493827154,0.0
2200,-0.4882098765432098,0.0
2220,-0.4926481481481481,0.0
2240,-0.4970864197530864,0.0
2260,-0.5015246913580246,0.0
2280,-0.505962962962963,0.0
2300,-0.5104012345679012,0.0
2320,-0.5148395061728395,0.0
2340,-0.5192777777777777,0.0
2360,-0.523716049382716,0.0
2380,-0.5281543209876542,0.0
2400,-0.5325925925925925,0.0
2420,-0.5370308641975308,0.0
2440,-0.541469135802469,0.0
2460,-0.5459074074074073,0.0
2480,-0.5503456790123457,0.0
2500,-0.5547839506172839,0.0
2520,-0.5592222222222222,0.0
2540,-0.5636604938271604,0.0
2560,-0.5680987654320987,0.0
2580,-0.572537037037037,0.0
2600,-0.5769753086419752,0.0
2620,-0.5814135802469135,0.0
2640,-0.5858518518518517,0.0
2660,-0.5902901234567901,0.0
2680,-0.5947283950617284,0.0
2700,-0.5991666666666666,0.0
2720,-0.6036049382716049,0.0
2740,-0.6080432098765431,0.0
2760,-0.6124814814814814,0.0
2780,-0.6169197530864197,0.0
2800,-0.6213580246913579,0.0
2820,-0.6257962962962962,0.0
2840,-0.6302345679012344,0.0
2860,-0.6346728395061728,0.0
2880,-0.6391111111111111,0.0
2900,-0.6435493827160493,0.0
2920,-0.6479876543209876,0.0
2940,-0.6524259259259259,0.0
2960,-0.6568641975308641,0.0
2980,-0.6613024691358024,0.0
3000,-0.6657407407407406,0.0
3020,-0.6701790123456789,0.0
3040,-0.6746172839506172,0.0
3060,-0.6790555555555555,0.0
3080,-0.6834938271604938,0.0
3100,-0.687932098765432,0.0
3120,-0.6923703703703703,0.0
3140,-0.6968086419753086,0.0
3160,-0.7012469135802468,0.0
3180,-0.7056851851851851,0.0
3200,-0.7101234567901233,0.0
3220,-0.7145617283950616,0.0
3240,-0.7189999999999999,0.0
3260,-0.7234382716049382,0.0
3280,-0.7278765432098765,0.0
3300,-0.7323148148148148,0.0
3320,-0.736753086419753,0.0
3340,-0.7411913580246913,0.0
3360,-0.7456296296296295,0.0
3380,-0.7500679012345678,0.0
3400,-0.754506172839506,0.0
3420,-0.7589444444444443,0.0
3440,-0.7633827160493826,0.0
3460,-0.7678209876543209,0.0
3480,-0.7722592592592592,0.0
3500,-0.7766975308641975,0.0
3520,-0.7811358024691357,0.0
3540,-0.785574074074074,0.0
3560,-0.7900123456790122,0.0
3580,-0.7944506172839505,0.0
3600,-0.7988888888888888,0.0
3620,-0.803327160493827,0.0
3640,-0.8077654320987653,0.0
3660,-0.8122037037037036,0.0
3680,-0.8166419753086419,0.0
3700,-0.8210802469135802,0.0
3720,-0.8255185185185184,0.0
3740,-0.8299567901234567,0.0
3760,-0.834395061728395,0.0
3780,-0.8388333333333332,0.0
3800,-0.8432716049382715,0.0
3820,-0.8477098765432097,0.0
3840,-0.8521481481481481,0.0
3860,-0.8565864197530864,0.0
3880,-0.8610246913580246,0.0
3900,-0.8654629629629629,0.0
3920,-0.8699012345679011,0.0
