time_ms,x_m,y_m
0,0.0,0.0
20,0.0028605410303108036,-0.001436224525567631
40,0.005737907187637489,-0.002838437016812523
60,0.008631694084182767,-0.004206440405447348
80,0.011541495024362358,-0.005540042430964537
100,0.014466901061962884,-0.006839055667657079
120,0.017407501057616293,-0.008103297550959843
140,0.020362881736580407,-0.009332590403106605
160,0.02333262774682171,-0.010526761458101636
180,0.026316321717389887,-0.011685642886000408
200,0.029313544317074253,-0.012809071816496181
220,0.032323874313337594,-0.013896890361810216
240,0.03534688863151736,-0.014948945638881633
260,0.038382162414283466,-0.015965089790853343
280,0.041429269081349,-0.01694518000785214
300,0.044487780389422804,-0.01788907854705976
320,0.047557266492393876,-0.018796652752070625
340,0.05063729600174298,-0.019667775071536026
360,0.05372743604717117,-0.02050232307709035
380,0.05682725233743434,-0.02130017948055693
400,0.0599363092213797,-0.022061232150432014
420,0.06305416974917326,-0.02278537412764406
440,0.06618039573370772,-0.023472503640585424
460,0.06931454781218657,-0.02412252411941576
480,0.0724561855078731,-0.02473534420963394
500,0.07560486729199387,-0.025310877784917057
520,0.0787601506457934,-0.025849043959224854
540,0.08192159212272464,-0.026349767098167415
560,0.08508874741077219,-0.02681297682963471
580,0.08826117139489595,-0.027238608053687247
600,0.09143841821958891,-0.027626600951704744
620,0.09462004135153652,-0.027976900994793413
640,0.09780559364237473,-0.028289458951449492
660,0.10099462739153103,-0.028564230894478154
680,0.10418669440914564,-0.02880117820716724
700,0.10738134607906012,-0.029000267588714074
720,0.11057813342186719,-0.029161471058906402
740,0.11377660715800916,-0.0292847659620539
760,0.11697631777092189,-0.02937013497017274
780,0.12017681557020873,-0.02941756608542065
800,0.1233776507548411,-0.02942705264178322
820,0.12657837347637463,-0.02939859330601083
840,0.12977853390216992,-0.029332192077805658
860,0.13297768227861323,-0.029227858289260084
880,0.1361753689943258,-0.029085606603544673
900,0.13937114464335149,-0.028905457012847774
920,0.14256456008831714,-0.028687434835565434
940,0.14575516652355575,-0.028431570712743465
960,0.14894251553818055,-0.028137900603770943
980,0.1521261591791057,-0.027806465781326478
1000,0.15530565001400293,-0.027437312825577626
1020,0.15848054119418253,-0.027030493617634682
1040,0.16165038651739472,-0.026586065332259018
1060,0.16481474049053996,-0.026104090429827892
1080,0.16797315839227767,-0.025584636647555975
1100,0.1711251963355283,-0.025027776989975853
1120,0.17427041132985865,-0.0244335897186774
1140,0.1774083613437385,-0.02380215834130936
1160,0.180538605366665,-0.023133571599842667
1180,0.18366070347114333,-0.022427923458098825
1200,0.18677421687451312,-0.02168531308854396
1220,0.18987870800061613,-0.020905844858351313
1240,0.1929737405412944,-0.020089628314733016
1260,0.19605887951770784,-0.019236778169544416
1280,0.1991336913414674,-0.018347414283162417
1300,0.20219774387557266,-0.017421661647640058
1320,0.20525060649514337,-0.016459650369139905
1340,0.20829185014794066,-0.015461515649649454
1360,0.21132104741466695,-0.014427397767978495
1380,0.2143377725690347,-0.013357442060045549
1400,0.21734160163759902,-0.012251798898451322
1420,0.22033211245934392,-0.011110623671345438
1440,0.22330888474501193,-0.009934076760588079
1460,0.22627150013617253,-0.008722323519210012
1480,0.22921954226401953,-0.00747553424817296
1500,0.2321525968078863,-0.0061938841724362426
1520,0.23507025155347577,-0.004877553416330005
1540,0.23797209645079392,-0.0035267269782402466
1560,0.24085772367177705,-0.002141594704609534
1580,0.24372672766761005,-0.0007223512632550111
1600,0.24657870522572128,0.0007308038839896058
1620,0.2494132555264511,0.002217666509307159
1640,0.25222998019938314,0.0037380276475989516
1660,0.2550284833793325,0.005291673625853616
1680,0.2578083717619795,0.006878386093175981
1700,0.26056925465914677,0.008497942051475305
1720,0.26331074405370547,0.01015011388680473
1740,0.26603245465410835,0.011834669401350945
1760,0.2687340039485388,0.013551371846067112
1780,0.2714150122586699,0.01529997995394658
1800,0.27407510279302355,0.017080247973929513
1820,0.27671390169992693,0.018891925705442264
1840,0.2793310381200521,0.020734758533559883
1860,0.2819261442385381,0.022608487464790328
1880,0.2844988553366835,0.024512849163473543
1900,0.287048809843205,0.026447575988791355
1920,0.28957564938505176,0.02841239603238102
1940,0.292079018837773,0.03040703315655066
1960,0.2945585663754262,0.032431207033086884
1980,0.2970139435200238,0.03448463318265285
2000,0.2994448051905082,0.03656702301476922
2020,0.3018508097512507,0.03867808386837335
2040,0.3042316190600639,0.040817519052949114
